SIG_PROCEDENCIA,DSC_ASSUNTO_COMPLETO,count(ASSUNTO_PROCESSO.SEQ_ASSUNTO_PROCESSO)
SE,"DIREITO CIVIL | COISAS | PROPRIEDADE | PROPRIEDADE INTELECTUAL / INDUSTRIAL | MARCA ",1
SE,"DIREITO CIVIL | COISAS | PROPRIEDADE | REIVINDICAçãO ",1
SE,"DIREITO CIVIL | EMPRESAS ",2
SE,"DIREITO CIVIL | EMPRESAS | ESPéCIES DE SOCIEDADES | COOPERATIVA ",12
SE,"DIREITO CIVIL | EMPRESAS | ESPéCIES DE SOCIEDADES | LIMITADA ",1
SE,"DIREITO CIVIL | EMPRESAS | RECUPERAçãO JUDICIAL E FALêNCIA ",1
SE,"DIREITO CIVIL | EMPRESAS | SOCIEDADE  | DISSOLUçãO ",1
SE,"DIREITO CIVIL | EMPRESAS | SOCIEDADE  | INGRESSO E EXCLUSãO DOS SóCIOS NA SOCIEDADE ",1
SE,"DIREITO CIVIL | EMPRESAS | SOCIEDADE  | TRANSFERêNCIA DE COTAS ",1
SE,"DIREITO CIVIL | FAMíLIA | ALIMENTOS ",1
SE,"DIREITO CIVIL | FAMíLIA | ALIMENTOS | REVISãO ",1
SE,"DIREITO CIVIL | FAMíLIA | BEM DE FAMíLIA ",11
SE,"DIREITO CIVIL | FAMíLIA | RELAçõES DE PARENTESCO | GUARDA ",5
SE,"DIREITO CIVIL | FAMíLIA | RELAçõES DE PARENTESCO | INVESTIGAçãO DE PATERNIDADE ",2
SE,"DIREITO CIVIL | FAMíLIA | UNIãO ESTáVEL OU CONCUBINATO | RECONHECIMENTO / DISSOLUçãO ",2
SE,"DIREITO CIVIL | FATOS JURíDICOS | ATO / NEGóCIO JURíDICO | EVICçãO OU VICIO REDIBITóRIO ",3
SE,"DIREITO CIVIL | FATOS JURíDICOS | ATO / NEGóCIO JURíDICO | NULIDADE OU ANULAçãO ",10
SE,"DIREITO CIVIL | FATOS JURíDICOS | PRESCRIçãO E DECADêNCIA ",20
SE,"DIREITO CIVIL | OBRIGAçõES ",2
SE,"DIREITO CIVIL | OBRIGAçõES | ADIMPLEMENTO E EXTINçãO ",2
SE,"DIREITO CIVIL | OBRIGAçõES | ADIMPLEMENTO E EXTINçãO | COMPENSAçãO ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ADIMPLEMENTO E EXTINçãO | DESCONTO EM FOLHA DE PAGAMENTO ",3
SE,"DIREITO CIVIL | OBRIGAçõES | ADIMPLEMENTO E EXTINçãO | NOVAçãO ",5
SE,"DIREITO CIVIL | OBRIGAçõES | ADIMPLEMENTO E EXTINçãO | PAGAMENTO ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ADIMPLEMENTO E EXTINçãO | PAGAMENTO EM CONSIGNAçãO ",4
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS ",15
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | ALIENAçãO FIDUCIáRIA ",9
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | ARRENDAMENTO MERCANTIL ",43
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | CARTãO DE CRéDITO ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | COMODATO ",2
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | COMPRA E VENDA ",5
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | CONTRATOS BANCáRIOS ",31
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | CRéDITO RURAL ",7
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | FIANçA ",2
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | LOCAçãO DE IMóVEL ",11
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | MúTUO ",13
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | PRESTAçãO DE SERVIçOS ",7
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | PREVIDêNCIA PRIVADA ",49
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | PREVIDêNCIA PRIVADA | RESGATE DE CONTRIBUIçãO ",5
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | REPRESENTAçãO COMERCIAL ",2
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | SEGURO ",6
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | SISTEMA FINANCEIRO DA HABITAçãO ",11
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | SISTEMA FINANCEIRO DA HABITAçãO | EQUIVALêNCIA SALARIAL ",7
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | SISTEMA FINANCEIRO DA HABITAçãO | QUITAçãO ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | SISTEMA FINANCEIRO DA HABITAçãO | REAJUSTE DE PRESTAçõES ",3
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | SISTEMA FINANCEIRO DA HABITAçãO | REVISãO DO SALDO DEVEDOR ",11
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE CONTRATOS | TRANSAçãO ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE TíTULOS DE CRéDITO ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE TíTULOS DE CRéDITO | CéDULA DE CRéDITO COMERCIAL ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE TíTULOS DE CRéDITO | CéDULA DE CRéDITO INDUSTRIAL ",4
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE TíTULOS DE CRéDITO | CéDULA DE CRéDITO RURAL ",2
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE TíTULOS DE CRéDITO | CHEQUE ",3
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE TíTULOS DE CRéDITO | DUPLICATA ",1
SE,"DIREITO CIVIL | OBRIGAçõES | ESPéCIES DE TíTULOS DE CRéDITO | NOTA PROMISSóRIA ",2
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO ",2
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | CLáUSULA PENAL ",2
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | COMISSãO DE PERMANêNCIA ",22
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | CORREçãO MONETáRIA",30
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | JUROS DE MORA - LEGAIS/CONTRATUAIS",65
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | JUROS DE MORA - LEGAIS/CONTRATUAIS | CAPITALIZAçãO / ANATOCISMO ",158
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | JUROS DE MORA - LEGAIS/CONTRATUAIS | LIMITAçãO DE JUROS ",432
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | PERDAS E DANOS ",3
SE,"DIREITO CIVIL | OBRIGAçõES | INADIMPLEMENTO | RESCISãO / RESOLUçãO ",1
SE,"DIREITO CIVIL | OBRIGAçõES | TíTULOS DE CRéDITO ",2
SE,"DIREITO CIVIL | PESSOAS JURíDICAS ",2
SE,"DIREITO CIVIL | PESSOAS JURíDICAS | ASSOCIAçãO ",2
SE,"DIREITO CIVIL | PESSOAS JURíDICAS | ASSOCIAçãO | ELEIçãO ",1
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL ",12
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | DANO AMBIENTAL ",1
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAçãO POR DANO MATERIAL ",19
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAçãO POR DANO MATERIAL | ACIDENTE DE TRâNSITO ",2
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAçãO POR DANO MATERIAL | LEI DE IMPRENSA ",3
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAçãO POR DANO MORAL ",101
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAçãO POR DANO MORAL | ACIDENTE DE TRâNSITO ",14
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAçãO POR DANO MORAL | DIREITO DE IMAGEM ",2
SE,"DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAçãO POR DANO MORAL | LEI DE IMPRENSA ",13
SE,"DIREITO CIVIL | SUCESSõES | DESERDAçãO ",2
SE,"DIREITO CIVIL | SUCESSõES | INVENTáRIO E PARTILHA ",5
SE,"DIREITO CIVIL | SUCESSõES | PETIçãO DE HERANçA ",1
SE,"DIREITO DA CRIANÇA E DO ADOLESCENTE",2
SE,"DIREITO DA CRIANÇA E DO ADOLESCENTE | ATO INFRACIONAL | PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | MILITARES ",2
SE,"DIREITO DO CONSUMIDOR",4
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO ",1
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | BANCáRIOS ",77
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | BANCáRIOS | EXPURGOS INFLACIONáRIOS / PLANOS ECONôMICOS ",33
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | CARTãO DE CRéDITO ",29
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | CONSóRCIO ",2
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | ESTABELECIMENTOS DE ENSINO ",1
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | FINANCIAMENTO DE PRODUTO ",3
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | FORNECIMENTO DE ENERGIA ELéTRICA ",2
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | PLANOS DE SAúDE ",34
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | SEGURO ",3
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | TELEFONIA ",3
SE,"DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | TELEFONIA | PULSOS EXCEDENTES ",2
SE,"DIREITO DO CONSUMIDOR | RESPONSABILIDADE DO FORNECEDOR ",2
SE,"DIREITO DO CONSUMIDOR | RESPONSABILIDADE DO FORNECEDOR | INDENIZAçãO POR DANO MATERIAL ",9
SE,"DIREITO DO CONSUMIDOR | RESPONSABILIDADE DO FORNECEDOR | INDENIZAçãO POR DANO MORAL ",21
SE,"DIREITO DO CONSUMIDOR | RESPONSABILIDADE DO FORNECEDOR | INDENIZAçãO POR DANO MORAL | INCLUSãO INDEVIDA EM CADASTRO DE INADIMPLENTES ",43
SE,"DIREITO DO CONSUMIDOR | RESPONSABILIDADE DO FORNECEDOR | INDENIZAçãO POR DANO MORAL | PROTESTO INDEVIDO DE TíTULO ",1
SE,"DIREITO DO CONSUMIDOR | RESPONSABILIDADE DO FORNECEDOR | INTERPRETAçãO / REVISãO DE CONTRATO ",24
SE,"DIREITO DO CONSUMIDOR | RESPONSABILIDADE DO FORNECEDOR | SUBSTITUIçãO DO PRODUTO ",2
SE,"DIREITO DO TRABALHO | ACORDO E CONVENçãO COLETIVOS DE TRABALHO ",41
SE,"DIREITO DO TRABALHO | ACORDO E CONVENçãO COLETIVOS DE TRABALHO | ANULAçãO ",1
SE,"DIREITO DO TRABALHO | ACORDO E CONVENçãO COLETIVOS DE TRABALHO | APLICABILIDADE ",14
SE,"DIREITO DO TRABALHO | APOSENTADORIA E PENSãO ",10
SE,"DIREITO DO TRABALHO | APOSENTADORIA E PENSãO | COMPLEMENTAçãO DE APOSENTADORIA / PENSãO ",46
SE,"DIREITO DO TRABALHO | CATEGORIA PROFISSIONAL ESPECIAL | ADVOGADOS ",1
SE,"DIREITO DO TRABALHO | CATEGORIA PROFISSIONAL ESPECIAL | BANCáRIOS ",1
SE,"DIREITO DO TRABALHO | CATEGORIA PROFISSIONAL ESPECIAL | CABINEIROS DE ELEVADOR ",4
SE,"DIREITO DO TRABALHO | CATEGORIA PROFISSIONAL ESPECIAL | ENGENHEIRO, ARQUITETO E ENGENHEIRO AGRôNOMO ",2
SE,"DIREITO DO TRABALHO | CATEGORIA PROFISSIONAL ESPECIAL | RURAL ",4
SE,"DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO ",4
SE,"DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO | ADMINISTRAçãO PúBLICA ",64
SE,"DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO | ADMINISTRAçãO PúBLICA | CONTRATO TEMPORáRIO ",2
SE,"DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO | ENQUADRAMENTO / CLASSIFICAçãO ",2
SE,"DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO | FGTS ",10
SE,"DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO | FGTS | CORREçãO MONETáRIA ",338
SE,"DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO | RECONHECIMENTO DE RELAçãO DE EMPREGO ",2
SE,"DIREITO DO TRABALHO | DIREITO DE GREVE / LOCKOUT ",1
SE,"DIREITO DO TRABALHO | DIREITO SINDICAL E QUESTõES ANáLOGAS ",1
SE,"DIREITO DO TRABALHO | DIREITO SINDICAL E QUESTõES ANáLOGAS |  CONTRIBUIçãO / TAXA ASSISTENCIAL ",3
SE,"DIREITO DO TRABALHO | DIREITO SINDICAL E QUESTõES ANáLOGAS |  CONTRIBUIçãO CONFEDERATIVA ",1
SE,"DIREITO DO TRABALHO | DIREITO SINDICAL E QUESTõES ANáLOGAS | CONTRIBUIçãO SINDICAL ",2
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO ",2
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO |  HORAS IN ITINERE ",2
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO | ADICIONAL DE HORA EXTRA ",11
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO | ADICIONAL NOTURNO ",5
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO | HORAS EXTRAS ",12
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO | INTERVALO INTRAJORNADA ",11
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO | REPOUSO SEMANAL REMUNERADO E FERIADO ",3
SE,"DIREITO DO TRABALHO | DURAçãO DO TRABALHO | SOBREAVISO ",1
SE,"DIREITO DO TRABALHO | OUTRAS RELAçõES DE TRABALHO | COOPERATIVA DE TRABALHO ",2
SE,"DIREITO DO TRABALHO | OUTRAS RELAçõES DE TRABALHO | HONORáRIOS PROFISSIONAIS ",6
SE,"DIREITO DO TRABALHO | OUTRAS RELAçõES DE TRABALHO | TRABALHADOR AVULSO ",1
SE,"DIREITO DO TRABALHO | PRESCRIçãO ",15
SE,"DIREITO DO TRABALHO | PRESCRIçãO | FGTS ",1
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS ",166
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | ABONO ",8
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | ADICIONAL  ",7
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | ADICIONAL  | INSALUBRIDADE ",11
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | ADICIONAL  | PERICULOSIDADE ",32
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | AJUDA DE CUSTO ",1
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | CONTRIBUIçãO DE PREVIDêNCIA PRIVADA - RESGATE ",11
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | GRATIFICAçãO ",4
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | PLANO DE SAúDE ",6
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | SALáRIO / DIFERENçA SALARIAL ",12
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | SALáRIO / DIFERENçA SALARIAL | REAJUSTE SALARIAL ",24
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | SALáRIO / DIFERENçA SALARIAL | SALáRIO MATERNIDADE ",6
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | SALáRIO / DIFERENçA SALARIAL | SALáRIO POR EQUIPARAçãO / ISONOMIA ",7
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | SALáRIO / DIFERENçA SALARIAL | SALáRIO POR FORA - INTEGRAçãO ",1
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | SUPRESSãO DE HORAS EXTRAS HABITUAIS - INDENIZAçãO ",2
SE,"DIREITO DO TRABALHO | REMUNERAçãO, VERBAS INDENIZATóRIAS E BENEFíCIOS | TíQUETE ALIMENTAçãO ",2
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO ",3
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | DESPEDIDA / DISPENSA IMOTIVADA ",3
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | JUSTA CAUSA / FALTA GRAVE ",1
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | PLANO DE DEMISSãO VOLUNTáRIA ",6
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | REINTEGRAçãO / READMISSãO OU INDENIZAçãO ",10
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | REINTEGRAçãO / READMISSãO OU INDENIZAçãO | ANISTIA ",4
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | REINTEGRAçãO / READMISSãO OU INDENIZAçãO | DIRIGENTE SINDICAL ",2
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | REINTEGRAçãO / READMISSãO OU INDENIZAçãO | ESTABILIDADE ACIDENTáRIA ",4
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | SEGURO DESEMPREGO | INDENIZAçãO ",1
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | VERBAS RESCISóRIAS ",1
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | VERBAS RESCISóRIAS | AVISO PRÉVIO ",3
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | VERBAS RESCISóRIAS | INDENIZAçãO ADICIONAL ",1
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | VERBAS RESCISóRIAS | MULTA DE 40% DO FGTS ",26
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | VERBAS RESCISóRIAS | MULTA DO ARTIGO 467 DA CLT ",1
SE,"DIREITO DO TRABALHO | RESCISãO DO CONTRATO DE TRABALHO | VERBAS RESCISóRIAS | MULTA DO ARTIGO 477 DA CLT ",1
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR ",4
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAçãO POR DANO MATERIAL ",7
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAçãO POR DANO MATERIAL | ACIDENTE DE TRABALHO ",9
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAçAO POR DANO MORAL ",5
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAçAO POR DANO MORAL | ACIDENTE DE TRABALHO ",4
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDáRIA / SUBSIDIáRIA ",3
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDáRIA / SUBSIDIáRIA | SUCESSãO DE EMPREGADORES ",2
SE,"DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDáRIA / SUBSIDIáRIA | TOMADOR DE SERVIçOS / TERCEIRIZAçãO ",24
SE,"DIREITO DO TRABALHO | SENTENçA NORMATIVA ",2
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO ",1
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | CAMPANHA ELEITORAL | PRESTAçãO DE CONTAS ",2
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | CAMPANHA ELEITORAL | PROPAGANDA ELEITORAL ",2
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | CAMPANHA ELEITORAL | USO DE BEM PúBLICO ",1
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | PLEITO | NULIDADE DA VOTAçãO ",2
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | PLEITO | TRANSPORTE EM DIA DE ELEIçãO ",1
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | REGISTRO DA CANDIDATURA ",6
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | REGISTRO DA CANDIDATURA | DESINCOMPATIBILIZAçãO DO CANDIDATO ",3
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | REGISTRO DA CANDIDATURA | INELEGIBILIDADE ",2
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIçãO | SISTEMA MAJORITáRIO / PROPORCIONAL ",1
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | MANDATO | EXTINçãO DO MANDATO ",1
SE,"DIREITO ELEITORAL E PROCESSO ELEITORAL | PARTIDO POLíTICO ",8
SE,"DIREITO PENAL | CRIME CULPOSO ",1
SE,"DIREITO PENAL | CRIME TENTADO ",1
SE,"DIREITO PENAL | CRIMES CONTRA A ADMINISTRAçãO DA JUSTIçA | EXERCíCIO ARBITRáRIO OU ABUSO DE PODER  ",1
SE,"DIREITO PENAL | CRIMES CONTRA A HONRA ",2
SE,"DIREITO PENAL | CRIMES CONTRA A HONRA | CALúNIA ",2
SE,"DIREITO PENAL | CRIMES CONTRA A HONRA | DIFAMAçãO ",1
SE,"DIREITO PENAL | CRIMES CONTRA A HONRA | INJúRIA ",1
SE,"DIREITO PENAL | CRIMES CONTRA A LIBERDADE PESSOAL ",1
SE,"DIREITO PENAL | CRIMES CONTRA A LIBERDADE PESSOAL | AMEAçA  ",1
SE,"DIREITO PENAL | CRIMES CONTRA A LIBERDADE PESSOAL | CONSTRANGIMENTO ILEGAL  ",2
SE,"DIREITO PENAL | CRIMES CONTRA A PAZ PúBLICA | QUADRILHA OU BANDO ",5
SE,"DIREITO PENAL | CRIMES CONTRA A VIDA ",10
SE,"DIREITO PENAL | CRIMES CONTRA A VIDA | HOMICíDIO QUALIFICADO ",2
SE,"DIREITO PENAL | CRIMES CONTRA A VIDA | HOMICíDIO SIMPLES ",2
SE,"DIREITO PENAL | CRIMES CONTRA O PATRIMôNIO | APROPRIAçãO INDéBITA ",1
SE,"DIREITO PENAL | CRIMES CONTRA O PATRIMôNIO | DANO ",1
SE,"DIREITO PENAL | CRIMES CONTRA O PATRIMôNIO | ROUBO  ",2
SE,"DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONáRIOS PúBLICOS CONTRA A ADMINISTRAçãO EM GERAL ",3
SE,"DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONáRIOS PúBLICOS CONTRA A ADMINISTRAçãO EM GERAL | PECULATO ",21
SE,"DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONáRIOS PúBLICOS CONTRA A ADMINISTRAçãO EM GERAL | PREVARICAçãO ",1
SE,"DIREITO PENAL | CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAçãO EM GERAL | DESACATO  ",1
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES CONTRA O MEIO AMBIENTE E O PATRIMôNIO GENéTICO ",1
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DA LEI DE LICITAçõES ",10
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAçãO DE BENS, DIREITOS OU VALORES",2
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DE ABUSO DE AUTORIDADE ",1
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DE IMPRENSA ",5
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DE RESPONSABILIDADE ",11
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DE TORTURA ",1
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DE TRáFICO ILíCITO E USO INDEVIDO DE DROGAS ",4
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DE TRâNSITO ",1
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES DO SISTEMA NACIONAL DE ARMAS ",1
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES ELEITORAIS ",4
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES ELEITORAIS | BOCA DE URNA ",2
SE,"DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAçãO EXTRAVAGANTE | CRIMES MILITARES | HOMICíDIO | HOMICíDIO QUALIFICADO ",1
SE,"DIREITO PENAL | FATO ATíPICO ",1
SE,"DIREITO PENAL | LESõES CORPORAIS ",1
SE,"DIREITO PENAL | PARTE GERAL | APLICAçãO DA PENA ",18
SE,"DIREITO PENAL | PARTE GERAL | APLICAçãO DA PENA | REGIME INICIAL ",1
SE,"DIREITO PENAL | PARTE GERAL | APLICAçãO DA PENA | SUBSTITUIçãO DA PENA ",5
SE,"DIREITO PENAL | PARTE GERAL | EXCLUDENTES | ESTRITO CUMPRIMENTO DO DEVER LEGAL ",1
