DSC_PROCEDENCIA,year(dat_autuacao),DSC_CLASSE,count(PROCESSO.SEQ_OBJETO_INCIDENTE)
MARANHÃO,2007,"AÇÃO CAUTELAR",2
MARANHÃO,2007,"AÇÃO CÍVEL ORIGINÁRIA",1
MARANHÃO,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
MARANHÃO,2007,"AÇÃO ORIGINÁRIA",20
MARANHÃO,2007,"AGRAVO DE INSTRUMENTO",270
MARANHÃO,2007,"CONFLITO DE COMPETÊNCIA",1
MARANHÃO,2007,"HABEAS CORPUS",13
MARANHÃO,2007,"MANDADO DE SEGURANÇA",6
MARANHÃO,2007,PETIÇÃO,2
MARANHÃO,2007,RECLAMAÇÃO,15
MARANHÃO,2007,"RECURSO EXTRAORDINÁRIO",131
MARANHÃO,2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
MARANHÃO,2007,"SUSPENSÃO DE LIMINAR",1
MARANHÃO,2007,"SUSPENSÃO DE SEGURANÇA",14
MARANHÃO,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",1
MARANHÃO,2008,"AÇÃO CAUTELAR",8
MARANHÃO,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
MARANHÃO,2008,"AÇÃO ORIGINÁRIA",2
MARANHÃO,2008,"AÇÃO PENAL",2
MARANHÃO,2008,"AGRAVO DE INSTRUMENTO",174
MARANHÃO,2008,"HABEAS CORPUS",10
MARANHÃO,2008,INQUÉRITO,2
MARANHÃO,2008,"MANDADO DE SEGURANÇA",1
MARANHÃO,2008,RECLAMAÇÃO,15
MARANHÃO,2008,"RECURSO EXTRAORDINÁRIO",91
MARANHÃO,2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
MARANHÃO,2008,"SUSPENSÃO DE LIMINAR",3
MARANHÃO,2008,"SUSPENSÃO DE SEGURANÇA",10
MARANHÃO,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",2
MARANHÃO,2009,"AÇÃO CAUTELAR",11
MARANHÃO,2009,"AÇÃO CÍVEL ORIGINÁRIA",11
MARANHÃO,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
MARANHÃO,2009,"AÇÃO ORIGINÁRIA",1
MARANHÃO,2009,"AGRAVO DE INSTRUMENTO",192
MARANHÃO,2009,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
MARANHÃO,2009,"HABEAS CORPUS",43
MARANHÃO,2009,"MANDADO DE SEGURANÇA",11
MARANHÃO,2009,PETIÇÃO,2
MARANHÃO,2009,RECLAMAÇÃO,79
MARANHÃO,2009,"RECURSO EXTRAORDINÁRIO",94
MARANHÃO,2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
MARANHÃO,2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
MARANHÃO,2009,"SUSPENSÃO DE LIMINAR",9
MARANHÃO,2009,"SUSPENSÃO DE SEGURANÇA",2
MARANHÃO,2009,"SUSPENSÃO DE TUTELA ANTECIPADA",3
MARANHÃO,2010,"AÇÃO CAUTELAR",9
MARANHÃO,2010,"AÇÃO CÍVEL ORIGINÁRIA",14
MARANHÃO,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
MARANHÃO,2010,"AGRAVO DE INSTRUMENTO",290
MARANHÃO,2010,"CONFLITO DE COMPETÊNCIA",11
MARANHÃO,2010,"HABEAS CORPUS",84
MARANHÃO,2010,INQUÉRITO,22
MARANHÃO,2010,"MANDADO DE SEGURANÇA",26
MARANHÃO,2010,PETIÇÃO,1
MARANHÃO,2010,RECLAMAÇÃO,194
MARANHÃO,2010,"RECURSO EXTRAORDINÁRIO",135
MARANHÃO,2010,"SUSPENSÃO DE LIMINAR",40
MARANHÃO,2010,"SUSPENSÃO DE SEGURANÇA",12
MARANHÃO,2010,"SUSPENSÃO DE TUTELA ANTECIPADA",7
MARANHÃO,2011,"AÇÃO CAUTELAR",6
MARANHÃO,2011,"AÇÃO CÍVEL ORIGINÁRIA",3
MARANHÃO,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
MARANHÃO,2011,"AGRAVO DE INSTRUMENTO",168
MARANHÃO,2011,"HABEAS CORPUS",9
MARANHÃO,2011,INQUÉRITO,3
MARANHÃO,2011,"MANDADO DE SEGURANÇA",5
MARANHÃO,2011,RECLAMAÇÃO,68
MARANHÃO,2011,"RECURSO EXTRAORDINÁRIO",103
MARANHÃO,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",21
MARANHÃO,2011,"SUSPENSÃO DE SEGURANÇA",5
"MATO GROSSO",2006,"AÇÃO CAUTELAR",7
"MATO GROSSO",2006,"AÇÃO CÍVEL ORIGINÁRIA",2
"MATO GROSSO",2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",8
"MATO GROSSO",2006,"AÇÃO ORIGINÁRIA",3
"MATO GROSSO",2006,"AGRAVO DE INSTRUMENTO",252
"MATO GROSSO",2006,"CONFLITO DE COMPETÊNCIA",2
"MATO GROSSO",2006,"HABEAS CORPUS",41
"MATO GROSSO",2006,"HABEAS DATA",1
"MATO GROSSO",2006,INQUÉRITO,84
"MATO GROSSO",2006,"MANDADO DE SEGURANÇA",3
"MATO GROSSO",2006,PETIÇÃO,3
"MATO GROSSO",2006,RECLAMAÇÃO,19
"MATO GROSSO",2006,"RECURSO EXTRAORDINÁRIO",353
"MATO GROSSO",2006,"SUSPENSÃO DE LIMINAR",1
"MATO GROSSO",2006,"SUSPENSÃO DE SEGURANÇA",3
"MATO GROSSO",2007,"AÇÃO CAUTELAR",3
"MATO GROSSO",2007,"AÇÃO CÍVEL ORIGINÁRIA",2
"MATO GROSSO",2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
"MATO GROSSO",2007,"AÇÃO PENAL",1
"MATO GROSSO",2007,"AGRAVO DE INSTRUMENTO",245
"MATO GROSSO",2007,"ARGÜIÇÃO DE SUSPEIÇÃO",2
"MATO GROSSO",2007,"HABEAS CORPUS",40
"MATO GROSSO",2007,INQUÉRITO,3
"MATO GROSSO",2007,"MANDADO DE SEGURANÇA",3
"MATO GROSSO",2007,PETIÇÃO,16
"MATO GROSSO",2007,RECLAMAÇÃO,13
"MATO GROSSO",2007,"RECURSO EXTRAORDINÁRIO",291
"MATO GROSSO",2007,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"MATO GROSSO",2007,"SUSPENSÃO DE LIMINAR",1
"MATO GROSSO",2007,"SUSPENSÃO DE SEGURANÇA",5
"MATO GROSSO",2008,"AÇÃO CAUTELAR",7
"MATO GROSSO",2008,"AÇÃO CÍVEL ORIGINÁRIA",3
"MATO GROSSO",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
"MATO GROSSO",2008,"AÇÃO ORIGINÁRIA",1
"MATO GROSSO",2008,"AGRAVO DE INSTRUMENTO",286
"MATO GROSSO",2008,"HABEAS CORPUS",48
"MATO GROSSO",2008,INQUÉRITO,3
"MATO GROSSO",2008,"MANDADO DE SEGURANÇA",7
"MATO GROSSO",2008,PETIÇÃO,2
"MATO GROSSO",2008,RECLAMAÇÃO,34
"MATO GROSSO",2008,"RECURSO EXTRAORDINÁRIO",128
"MATO GROSSO",2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
"MATO GROSSO",2008,"SUSPENSÃO DE LIMINAR",3
"MATO GROSSO",2008,"SUSPENSÃO DE SEGURANÇA",2
"MATO GROSSO",2008,"SUSPENSÃO DE TUTELA ANTECIPADA",1
"MATO GROSSO",2009,"AÇÃO CAUTELAR",8
"MATO GROSSO",2009,"AÇÃO CÍVEL ORIGINÁRIA",2
"MATO GROSSO",2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
"MATO GROSSO",2009,"AÇÃO PENAL",2
"MATO GROSSO",2009,"AGRAVO DE INSTRUMENTO",502
"MATO GROSSO",2009,"HABEAS CORPUS",115
"MATO GROSSO",2009,INQUÉRITO,3
"MATO GROSSO",2009,"MANDADO DE INJUNÇÃO",1
"MATO GROSSO",2009,"MANDADO DE SEGURANÇA",5
"MATO GROSSO",2009,PETIÇÃO,1
"MATO GROSSO",2009,RECLAMAÇÃO,31
"MATO GROSSO",2009,"RECURSO EXTRAORDINÁRIO",168
"MATO GROSSO",2009,"SUSPENSÃO DE LIMINAR",4
"MATO GROSSO",2010,"AÇÃO CAUTELAR",9
"MATO GROSSO",2010,"AÇÃO CÍVEL ORIGINÁRIA",11
"MATO GROSSO",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
"MATO GROSSO",2010,"AÇÃO PENAL",2
"MATO GROSSO",2010,"AÇÃO RESCISÓRIA",5
"MATO GROSSO",2010,"AGRAVO DE INSTRUMENTO",646
"MATO GROSSO",2010,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"MATO GROSSO",2010,"HABEAS CORPUS",331
"MATO GROSSO",2010,INQUÉRITO,17
"MATO GROSSO",2010,"MANDADO DE SEGURANÇA",16
"MATO GROSSO",2010,RECLAMAÇÃO,151
"MATO GROSSO",2010,"RECURSO EXTRAORDINÁRIO",204
"MATO GROSSO",2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"MATO GROSSO",2010,"SUSPENSÃO DE SEGURANÇA",2
"MATO GROSSO",2011,"AÇÃO CAUTELAR",8
"MATO GROSSO",2011,"AÇÃO CÍVEL ORIGINÁRIA",1
"MATO GROSSO",2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
"MATO GROSSO",2011,"AÇÃO PENAL",6
"MATO GROSSO",2011,"AGRAVO DE INSTRUMENTO",131
"MATO GROSSO",2011,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"MATO GROSSO",2011,"HABEAS CORPUS",125
"MATO GROSSO",2011,INQUÉRITO,17
"MATO GROSSO",2011,"MANDADO DE SEGURANÇA",1
"MATO GROSSO",2011,RECLAMAÇÃO,11
"MATO GROSSO",2011,"RECURSO EXTRAORDINÁRIO",63
"MATO GROSSO",2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",69
"MATO GROSSO",2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",10
"MATO GROSSO",2011,"SUSPENSÃO DE SEGURANÇA",1
"MATO GROSSO DO SUL",2006,"AÇÃO CAUTELAR",8
"MATO GROSSO DO SUL",2006,"AÇÃO CÍVEL ORIGINÁRIA",4
"MATO GROSSO DO SUL",2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",8
"MATO GROSSO DO SUL",2006,"AGRAVO DE INSTRUMENTO",1076
"MATO GROSSO DO SUL",2006,"CONFLITO DE COMPETÊNCIA",5
"MATO GROSSO DO SUL",2006,"HABEAS CORPUS",145
"MATO GROSSO DO SUL",2006,INQUÉRITO,10
"MATO GROSSO DO SUL",2006,"MANDADO DE SEGURANÇA",6
"MATO GROSSO DO SUL",2006,PETIÇÃO,1
"MATO GROSSO DO SUL",2006,RECLAMAÇÃO,14
"MATO GROSSO DO SUL",2006,"RECURSO EXTRAORDINÁRIO",434
"MATO GROSSO DO SUL",2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",3
"MATO GROSSO DO SUL",2006,"REVISÃO CRIMINAL",1
"MATO GROSSO DO SUL",2006,"SUSPENSÃO DE LIMINAR",1
"MATO GROSSO DO SUL",2006,"SUSPENSÃO DE SEGURANÇA",2
"MATO GROSSO DO SUL",2007,"AÇÃO CAUTELAR",15
"MATO GROSSO DO SUL",2007,"AÇÃO CÍVEL ORIGINÁRIA",3
"MATO GROSSO DO SUL",2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
"MATO GROSSO DO SUL",2007,"AGRAVO DE INSTRUMENTO",617
"MATO GROSSO DO SUL",2007,"HABEAS CORPUS",73
"MATO GROSSO DO SUL",2007,INQUÉRITO,1
"MATO GROSSO DO SUL",2007,"MANDADO DE SEGURANÇA",4
"MATO GROSSO DO SUL",2007,PETIÇÃO,2
"MATO GROSSO DO SUL",2007,RECLAMAÇÃO,8
"MATO GROSSO DO SUL",2007,"RECURSO EXTRAORDINÁRIO",608
"MATO GROSSO DO SUL",2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",4
"MATO GROSSO DO SUL",2007,"SUSPENSÃO DE LIMINAR",1
"MATO GROSSO DO SUL",2007,"SUSPENSÃO DE SEGURANÇA",4
"MATO GROSSO DO SUL",2008,"AÇÃO CAUTELAR",7
"MATO GROSSO DO SUL",2008,"AÇÃO CÍVEL ORIGINÁRIA",2
"MATO GROSSO DO SUL",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
"MATO GROSSO DO SUL",2008,"AÇÃO ORIGINÁRIA",1
"MATO GROSSO DO SUL",2008,"AGRAVO DE INSTRUMENTO",503
"MATO GROSSO DO SUL",2008,"HABEAS CORPUS",128
"MATO GROSSO DO SUL",2008,INQUÉRITO,1
"MATO GROSSO DO SUL",2008,"MANDADO DE SEGURANÇA",6
"MATO GROSSO DO SUL",2008,PETIÇÃO,2
"MATO GROSSO DO SUL",2008,RECLAMAÇÃO,14
"MATO GROSSO DO SUL",2008,"RECURSO EXTRAORDINÁRIO",361
"MATO GROSSO DO SUL",2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",5
"MATO GROSSO DO SUL",2008,"SUSPENSÃO DE SEGURANÇA",2
"MATO GROSSO DO SUL",2008,"SUSPENSÃO DE TUTELA ANTECIPADA",1
"MATO GROSSO DO SUL",2009,"AÇÃO CAUTELAR",19
"MATO GROSSO DO SUL",2009,"AÇÃO CÍVEL ORIGINÁRIA",2
"MATO GROSSO DO SUL",2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
"MATO GROSSO DO SUL",2009,"AÇÃO RESCISÓRIA",6
"MATO GROSSO DO SUL",2009,"AGRAVO DE INSTRUMENTO",558
"MATO GROSSO DO SUL",2009,"HABEAS CORPUS",237
"MATO GROSSO DO SUL",2009,INQUÉRITO,7
"MATO GROSSO DO SUL",2009,"MANDADO DE SEGURANÇA",4
"MATO GROSSO DO SUL",2009,PETIÇÃO,5
"MATO GROSSO DO SUL",2009,RECLAMAÇÃO,34
"MATO GROSSO DO SUL",2009,"RECURSO EXTRAORDINÁRIO",236
"MATO GROSSO DO SUL",2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"MATO GROSSO DO SUL",2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",9
"MATO GROSSO DO SUL",2009,"SUSPENSÃO DE SEGURANÇA",3
"MATO GROSSO DO SUL",2010,"AÇÃO CAUTELAR",12
"MATO GROSSO DO SUL",2010,"AÇÃO CÍVEL ORIGINÁRIA",22
"MATO GROSSO DO SUL",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
"MATO GROSSO DO SUL",2010,"AÇÃO ORIGINÁRIA",3
"MATO GROSSO DO SUL",2010,"AÇÃO PENAL",3
"MATO GROSSO DO SUL",2010,"AGRAVO DE INSTRUMENTO",1424
"MATO GROSSO DO SUL",2010,"CONFLITO DE COMPETÊNCIA",4
"MATO GROSSO DO SUL",2010,"HABEAS CORPUS",628
"MATO GROSSO DO SUL",2010,"MANDADO DE SEGURANÇA",20
"MATO GROSSO DO SUL",2010,PETIÇÃO,1
"MATO GROSSO DO SUL",2010,RECLAMAÇÃO,33
"MATO GROSSO DO SUL",2010,"RECURSO EXTRAORDINÁRIO",349
"MATO GROSSO DO SUL",2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",2
"MATO GROSSO DO SUL",2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",65
"MATO GROSSO DO SUL",2010,"SUSPENSÃO DE SEGURANÇA",10
"MATO GROSSO DO SUL",2011,"AÇÃO CAUTELAR",7
"MATO GROSSO DO SUL",2011,"AÇÃO CÍVEL ORIGINÁRIA",3
"MATO GROSSO DO SUL",2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
"MATO GROSSO DO SUL",2011,"AÇÃO PENAL",6
"MATO GROSSO DO SUL",2011,"AGRAVO DE INSTRUMENTO",474
"MATO GROSSO DO SUL",2011,"HABEAS CORPUS",272
"MATO GROSSO DO SUL",2011,INQUÉRITO,3
"MATO GROSSO DO SUL",2011,"MANDADO DE INJUNÇÃO",5
"MATO GROSSO DO SUL",2011,RECLAMAÇÃO,11
"MATO GROSSO DO SUL",2011,"RECURSO EXTRAORDINÁRIO",114
"MATO GROSSO DO SUL",2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",236
"MATO GROSSO DO SUL",2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",23
"MINAS GERAIS",2006,"AÇÃO CAUTELAR",39
"MINAS GERAIS",2006,"AÇÃO CÍVEL ORIGINÁRIA",8
"MINAS GERAIS",2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",5
"MINAS GERAIS",2006,"AÇÃO ORIGINÁRIA",1
"MINAS GERAIS",2006,"AÇÃO PENAL",2
"MINAS GERAIS",2006,"AÇÃO RESCISÓRIA",3
"MINAS GERAIS",2006,"AGRAVO DE INSTRUMENTO",5856
"MINAS GERAIS",2006,"CONFLITO DE COMPETÊNCIA",56
"MINAS GERAIS",2006,"HABEAS CORPUS",165
"MINAS GERAIS",2006,INQUÉRITO,4
"MINAS GERAIS",2006,"MANDADO DE SEGURANÇA",16
"MINAS GERAIS",2006,PETIÇÃO,21
"MINAS GERAIS",2006,RECLAMAÇÃO,57
"MINAS GERAIS",2006,"RECURSO EXTRAORDINÁRIO",2936
"MINAS GERAIS",2006,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"MINAS GERAIS",2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",8
"MINAS GERAIS",2006,"REVISÃO CRIMINAL",2
"MINAS GERAIS",2006,"SUSPENSÃO DE LIMINAR",1
"MINAS GERAIS",2006,"SUSPENSÃO DE SEGURANÇA",10
"MINAS GERAIS",2006,"SUSPENSÃO DE TUTELA ANTECIPADA",1
"MINAS GERAIS",2007,"AÇÃO CAUTELAR",39
"MINAS GERAIS",2007,"AÇÃO CÍVEL ORIGINÁRIA",4
"MINAS GERAIS",2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",6
"MINAS GERAIS",2007,"AÇÃO ORIGINÁRIA",1
"MINAS GERAIS",2007,"AÇÃO PENAL",5
"MINAS GERAIS",2007,"AÇÃO RESCISÓRIA",14
"MINAS GERAIS",2007,"AGRAVO DE INSTRUMENTO",6228
"MINAS GERAIS",2007,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"MINAS GERAIS",2007,"CONFLITO DE COMPETÊNCIA",29
"MINAS GERAIS",2007,"HABEAS CORPUS",163
"MINAS GERAIS",2007,"HABEAS DATA",1
"MINAS GERAIS",2007,INQUÉRITO,9
"MINAS GERAIS",2007,"MANDADO DE SEGURANÇA",13
"MINAS GERAIS",2007,PETIÇÃO,38
"MINAS GERAIS",2007,RECLAMAÇÃO,54
"MINAS GERAIS",2007,"RECURSO EXTRAORDINÁRIO",3019
"MINAS GERAIS",2007,"RECURSO ORD. EM MANDADO DE SEGURANÇA",4
"MINAS GERAIS",2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",7
"MINAS GERAIS",2007,"SUSPENSÃO DE LIMINAR",3
"MINAS GERAIS",2007,"SUSPENSÃO DE SEGURANÇA",17
"MINAS GERAIS",2007,"SUSPENSÃO DE TUTELA ANTECIPADA",5
"MINAS GERAIS",2008,"AÇÃO CAUTELAR",30
"MINAS GERAIS",2008,"AÇÃO CÍVEL ORIGINÁRIA",14
"MINAS GERAIS",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
"MINAS GERAIS",2008,"AÇÃO ORIGINÁRIA",1
"MINAS GERAIS",2008,"AÇÃO RESCISÓRIA",5
"MINAS GERAIS",2008,"AGRAVO DE INSTRUMENTO",4587
"MINAS GERAIS",2008,"CONFLITO DE COMPETÊNCIA",11
"MINAS GERAIS",2008,"HABEAS CORPUS",229
"MINAS GERAIS",2008,INQUÉRITO,5
"MINAS GERAIS",2008,"MANDADO DE INJUNÇÃO",1
"MINAS GERAIS",2008,"MANDADO DE SEGURANÇA",12
"MINAS GERAIS",2008,PETIÇÃO,11
"MINAS GERAIS",2008,RECLAMAÇÃO,349
"MINAS GERAIS",2008,"RECURSO EXTRAORDINÁRIO",2016
"MINAS GERAIS",2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",2
"MINAS GERAIS",2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",9
"MINAS GERAIS",2008,"RECURSO ORDINÁRIO EM MANDADO DE INJUNÇÃO",1
"MINAS GERAIS",2008,"REVISÃO CRIMINAL",2
"MINAS GERAIS",2008,"SUSPENSÃO DE LIMINAR",1
