DSC_PROCEDENCIA,year(dat_autuacao),DSC_CLASSE,count(PROCESSO.SEQ_OBJETO_INCIDENTE)
"SÃO PAULO",2010,"AGRAVO DE INSTRUMENTO",17103
"SÃO PAULO",2010,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"SÃO PAULO",2010,"CONFLITO DE COMPETÊNCIA",20
"SÃO PAULO",2010,"HABEAS CORPUS",5868
"SÃO PAULO",2010,INQUÉRITO,43
"SÃO PAULO",2010,"INTERVENÇÃO FEDERAL",16
"SÃO PAULO",2010,"MANDADO DE INJUNÇÃO",2
"SÃO PAULO",2010,"MANDADO DE SEGURANÇA",71
"SÃO PAULO",2010,PETIÇÃO,20
"SÃO PAULO",2010,RECLAMAÇÃO,625
"SÃO PAULO",2010,"RECURSO EXTRAORDINÁRIO",3225
"SÃO PAULO",2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",4
"SÃO PAULO",2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",170
"SÃO PAULO",2010,"REVISÃO CRIMINAL",7
"SÃO PAULO",2010,"SUSPENSÃO DE LIMINAR",53
"SÃO PAULO",2010,"SUSPENSÃO DE SEGURANÇA",159
"SÃO PAULO",2010,"SUSPENSÃO DE TUTELA ANTECIPADA",218
"SÃO PAULO",2011,"AÇÃO CAUTELAR",59
"SÃO PAULO",2011,"AÇÃO CÍVEL ORIGINÁRIA",20
"SÃO PAULO",2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
"SÃO PAULO",2011,"AÇÃO ORIGINÁRIA",2
"SÃO PAULO",2011,"AÇÃO PENAL",22
"SÃO PAULO",2011,"AÇÃO RESCISÓRIA",2
"SÃO PAULO",2011,"AGRAVO DE INSTRUMENTO",3415
"SÃO PAULO",2011,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"SÃO PAULO",2011,"ARGÜIÇÃO DE IMPEDIMENTO",1
"SÃO PAULO",2011,"CONFLITO DE COMPETÊNCIA",3
"SÃO PAULO",2011,"HABEAS CORPUS",2350
"SÃO PAULO",2011,INQUÉRITO,29
"SÃO PAULO",2011,"INTERVENÇÃO FEDERAL",5
"SÃO PAULO",2011,"MANDADO DE INJUNÇÃO",18
"SÃO PAULO",2011,"MANDADO DE SEGURANÇA",21
"SÃO PAULO",2011,PETIÇÃO,12
"SÃO PAULO",2011,RECLAMAÇÃO,340
"SÃO PAULO",2011,"RECURSO EXTRAORDINÁRIO",877
"SÃO PAULO",2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",2005
"SÃO PAULO",2011,"RECURSO ORD. EM MANDADO DE SEGURANÇA",8
"SÃO PAULO",2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",65
"SÃO PAULO",2011,"SUSPENSÃO DE LIMINAR",28
"SÃO PAULO",2011,"SUSPENSÃO DE SEGURANÇA",192
"SÃO PAULO",2011,"SUSPENSÃO DE TUTELA ANTECIPADA",139
SERGIPE,2006,"AÇÃO CAUTELAR",8
SERGIPE,2006,"AÇÃO CÍVEL ORIGINÁRIA",7
SERGIPE,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
SERGIPE,2006,"AÇÃO ORIGINÁRIA",4
SERGIPE,2006,"AGRAVO DE INSTRUMENTO",322
SERGIPE,2006,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
SERGIPE,2006,"HABEAS CORPUS",16
SERGIPE,2006,"MANDADO DE SEGURANÇA",1
SERGIPE,2006,PETIÇÃO,11
SERGIPE,2006,RECLAMAÇÃO,33
SERGIPE,2006,"RECURSO EXTRAORDINÁRIO",670
SERGIPE,2006,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
SERGIPE,2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
SERGIPE,2006,"SUSPENSÃO DE LIMINAR",2
SERGIPE,2006,"SUSPENSÃO DE SEGURANÇA",6
SERGIPE,2007,"AÇÃO CAUTELAR",13
SERGIPE,2007,"AÇÃO CÍVEL ORIGINÁRIA",7
SERGIPE,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",5
SERGIPE,2007,"AÇÃO PENAL",1
SERGIPE,2007,"AGRAVO DE INSTRUMENTO",383
SERGIPE,2007,"HABEAS CORPUS",23
SERGIPE,2007,INQUÉRITO,3
SERGIPE,2007,"MANDADO DE INJUNÇÃO",1
SERGIPE,2007,"MANDADO DE SEGURANÇA",1
SERGIPE,2007,PETIÇÃO,3
SERGIPE,2007,RECLAMAÇÃO,14
SERGIPE,2007,"RECURSO EXTRAORDINÁRIO",349
SERGIPE,2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",5
SERGIPE,2007,"SUSPENSÃO DE LIMINAR",1
SERGIPE,2007,"SUSPENSÃO DE SEGURANÇA",3
SERGIPE,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",1
SERGIPE,2008,"AÇÃO CAUTELAR",9
SERGIPE,2008,"AÇÃO CÍVEL ORIGINÁRIA",4
SERGIPE,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
SERGIPE,2008,"AÇÃO ORIGINÁRIA",1
SERGIPE,2008,"AÇÃO PENAL",1
SERGIPE,2008,"AGRAVO DE INSTRUMENTO",442
SERGIPE,2008,"HABEAS CORPUS",28
SERGIPE,2008,INQUÉRITO,1
SERGIPE,2008,RECLAMAÇÃO,25
SERGIPE,2008,"RECURSO EXTRAORDINÁRIO",234
SERGIPE,2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
SERGIPE,2008,"SUSPENSÃO DE LIMINAR",3
SERGIPE,2008,"SUSPENSÃO DE SEGURANÇA",2
SERGIPE,2009,"AÇÃO CAUTELAR",6
SERGIPE,2009,"AÇÃO CÍVEL ORIGINÁRIA",13
SERGIPE,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
SERGIPE,2009,"AGRAVO DE INSTRUMENTO",743
SERGIPE,2009,"HABEAS CORPUS",26
SERGIPE,2009,INQUÉRITO,1
SERGIPE,2009,"MANDADO DE INJUNÇÃO",2
SERGIPE,2009,"MANDADO DE SEGURANÇA",7
SERGIPE,2009,PETIÇÃO,5
SERGIPE,2009,RECLAMAÇÃO,93
SERGIPE,2009,"RECURSO EXTRAORDINÁRIO",165
SERGIPE,2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
SERGIPE,2009,"SUSPENSÃO DE LIMINAR",5
SERGIPE,2009,"SUSPENSÃO DE SEGURANÇA",14
SERGIPE,2010,"AÇÃO CAUTELAR",11
SERGIPE,2010,"AÇÃO CÍVEL ORIGINÁRIA",19
SERGIPE,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
SERGIPE,2010,"AGRAVO DE INSTRUMENTO",856
SERGIPE,2010,"HABEAS CORPUS",52
SERGIPE,2010,INQUÉRITO,7
SERGIPE,2010,"MANDADO DE SEGURANÇA",5
SERGIPE,2010,RECLAMAÇÃO,85
SERGIPE,2010,"RECURSO EXTRAORDINÁRIO",582
SERGIPE,2010,"SUSPENSÃO DE LIMINAR",3
SERGIPE,2010,"SUSPENSÃO DE SEGURANÇA",3
SERGIPE,2011,"AÇÃO CAUTELAR",3
SERGIPE,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
SERGIPE,2011,"AGRAVO DE INSTRUMENTO",196
SERGIPE,2011,"HABEAS CORPUS",13
SERGIPE,2011,INQUÉRITO,12
SERGIPE,2011,"MANDADO DE INJUNÇÃO",1
SERGIPE,2011,RECLAMAÇÃO,12
SERGIPE,2011,"RECURSO EXTRAORDINÁRIO",221
SERGIPE,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",85
SERGIPE,2011,"RECURSO ORD. EM MANDADO DE SEGURANÇA",2
SERGIPE,2011,"SUSPENSÃO DE LIMINAR",1
TOCANTINS,2006,"AÇÃO CAUTELAR",1
TOCANTINS,2006,"AÇÃO CÍVEL ORIGINÁRIA",4
TOCANTINS,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
TOCANTINS,2006,"AÇÃO PENAL",1
TOCANTINS,2006,"AGRAVO DE INSTRUMENTO",23
TOCANTINS,2006,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
TOCANTINS,2006,"HABEAS CORPUS",8
TOCANTINS,2006,INQUÉRITO,2
TOCANTINS,2006,PETIÇÃO,5
TOCANTINS,2006,RECLAMAÇÃO,26
TOCANTINS,2006,"RECURSO EXTRAORDINÁRIO",47
TOCANTINS,2006,"SUSPENSÃO DE LIMINAR",3
TOCANTINS,2006,"SUSPENSÃO DE SEGURANÇA",1
TOCANTINS,2007,"AÇÃO CAUTELAR",3
TOCANTINS,2007,"AÇÃO CÍVEL ORIGINÁRIA",3
TOCANTINS,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
TOCANTINS,2007,"AÇÃO ORIGINÁRIA",1
TOCANTINS,2007,"AGRAVO DE INSTRUMENTO",37
TOCANTINS,2007,"HABEAS CORPUS",5
TOCANTINS,2007,INQUÉRITO,1
TOCANTINS,2007,"MANDADO DE SEGURANÇA",1
TOCANTINS,2007,PETIÇÃO,1
TOCANTINS,2007,RECLAMAÇÃO,44
TOCANTINS,2007,"RECURSO EXTRAORDINÁRIO",34
TOCANTINS,2007,"SUSPENSÃO DE SEGURANÇA",8
TOCANTINS,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",1
TOCANTINS,2008,"AÇÃO CAUTELAR",2
TOCANTINS,2008,"AÇÃO CÍVEL ORIGINÁRIA",1
TOCANTINS,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
TOCANTINS,2008,"AÇÃO RESCISÓRIA",1
TOCANTINS,2008,"AGRAVO DE INSTRUMENTO",44
TOCANTINS,2008,"HABEAS CORPUS",3
TOCANTINS,2008,"HABEAS DATA",1
TOCANTINS,2008,INQUÉRITO,1
TOCANTINS,2008,"MANDADO DE SEGURANÇA",1
TOCANTINS,2008,PETIÇÃO,6
TOCANTINS,2008,RECLAMAÇÃO,35
TOCANTINS,2008,"RECURSO EXTRAORDINÁRIO",24
TOCANTINS,2008,"SUSPENSÃO DE LIMINAR",2
TOCANTINS,2008,"SUSPENSÃO DE SEGURANÇA",1
TOCANTINS,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",2
TOCANTINS,2009,"AÇÃO CAUTELAR",4
TOCANTINS,2009,"AÇÃO CÍVEL ORIGINÁRIA",4
TOCANTINS,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
TOCANTINS,2009,"AGRAVO DE INSTRUMENTO",35
TOCANTINS,2009,"HABEAS CORPUS",11
TOCANTINS,2009,PETIÇÃO,2
TOCANTINS,2009,RECLAMAÇÃO,25
TOCANTINS,2009,"RECURSO EXTRAORDINÁRIO",23
TOCANTINS,2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
TOCANTINS,2009,"SUSPENSÃO DE LIMINAR",2
TOCANTINS,2009,"SUSPENSÃO DE SEGURANÇA",6
TOCANTINS,2010,"AÇÃO CÍVEL ORIGINÁRIA",3
TOCANTINS,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
TOCANTINS,2010,"AÇÃO PENAL",4
TOCANTINS,2010,"AGRAVO DE INSTRUMENTO",301
TOCANTINS,2010,"HABEAS CORPUS",44
TOCANTINS,2010,INQUÉRITO,9
TOCANTINS,2010,"MANDADO DE SEGURANÇA",10
TOCANTINS,2010,RECLAMAÇÃO,55
TOCANTINS,2010,"RECURSO EXTRAORDINÁRIO",37
TOCANTINS,2010,"SUSPENSÃO DE SEGURANÇA",1
TOCANTINS,2011,"AÇÃO CAUTELAR",1
TOCANTINS,2011,"AÇÃO CÍVEL ORIGINÁRIA",1
TOCANTINS,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
TOCANTINS,2011,"AÇÃO PENAL",2
TOCANTINS,2011,"AÇÃO RESCISÓRIA",1
TOCANTINS,2011,"AGRAVO DE INSTRUMENTO",30
TOCANTINS,2011,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
TOCANTINS,2011,"HABEAS CORPUS",31
TOCANTINS,2011,INQUÉRITO,4
TOCANTINS,2011,"MANDADO DE SEGURANÇA",6
TOCANTINS,2011,RECLAMAÇÃO,57
TOCANTINS,2011,"RECURSO EXTRAORDINÁRIO",51
TOCANTINS,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",11
TOCANTINS,2011,"SUSPENSÃO DE LIMINAR",1
TOCANTINS,2011,"SUSPENSÃO DE SEGURANÇA",13
